"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","Haspelmath","type"
"fl3191","fl3191-6",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3191","fl3191-7",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3192","fl3192-1",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3192","fl3192-2",0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3192","fl3192-3",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3192","fl3192-4",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3193","fl3193-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3193","fl3193-2",0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"fl3194","fl3194-1",0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3194","fl3194-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3194","fl3194-3",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3194","fl3194-4",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3194","fl3194-5",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3195","fl3195-1",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3195","fl3195-2",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3195","fl3195-3",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3196","fl3196-1",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3196","fl3196-2",0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3196","fl3196-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-1",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-2",0,0,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-3",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-5",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3197","fl3197-6",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3198","fl3198-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3198","fl3198-2",1,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3198","fl3198-3",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3199","fl3199-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-3",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-4",1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-5",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-6",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3200","fl3200-7",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3201","fl3201-1",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3201","fl3201-2",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3201","fl3201-3",0,0,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3201","fl3201-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3201","fl3201-5",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-1",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-4",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-5",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3202","fl3202-6",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-1",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-2",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-3",0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-4",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-5",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-6",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3203","fl3203-7",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-1",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-3",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-5",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-6",0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3204","fl3204-7",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3205","fl3205-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-2",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-3",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-4",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-5",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-6",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3206","fl3206-7",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3207","fl3207-1",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3208","fl3208-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3208","fl3208-2",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3208","fl3208-3",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3208","fl3208-4",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-2",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-3",1,0,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-5",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-6",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3209","fl3209-7",0,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3210","fl3210-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3210","fl3210-2",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3211","fl3211-1",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3212","fl3212-1",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3212","fl3212-2",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3212","fl3212-3",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3212","fl3212-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3213","fl3213-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3213","fl3213-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3213","fl3213-3",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-1",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-2",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-3",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-5",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-6",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3214","fl3214-7",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3215","fl3215-1",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3215","fl3215-2",0,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3215","fl3215-3",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3215","fl3215-4",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3215","fl3215-5",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3216","fl3216-1",0,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3216","fl3216-2",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3216","fl3216-3",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3217","fl3217-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3217","fl3217-2",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3218","fl3218-1",0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3218","fl3218-2",1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3218","fl3218-3",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3219","fl3219-1",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3219","fl3219-2",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3219","fl3219-3",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3219","fl3219-4",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3220","fl3220-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3220","fl3220-2",1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3220","fl3220-3",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3220","fl3220-4",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-2",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-4",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-5",0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-6",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3221","fl3221-7",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-1",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-4",1,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-5",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3222","fl3222-6",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-1",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-2",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-3",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-4",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-5",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3223","fl3223-6",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3224","fl3224-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3224","fl3224-2",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-1",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-3",1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-5",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3225","fl3225-6",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3226","fl3226-1",1,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-1",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-2",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-3",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-4",0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-5",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3227","fl3227-6",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3228","fl3228-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3228","fl3228-2",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3228","fl3228-3",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3229","fl3229-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3229","fl3229-2",0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3229","fl3229-3",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3229","fl3229-4",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3230","fl3230-1",1,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3230","fl3230-2",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3230","fl3230-3",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3231","fl3231-1",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3231","fl3231-2",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3231","fl3231-3",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3232","fl3232-1",0,1,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3232","fl3232-2",0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3233","fl3233-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3233","fl3233-2",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3233","fl3233-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3234","fl3234-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3234","fl3234-2",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3234","fl3234-3",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3234","fl3234-4",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3234","fl3234-5",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3235","fl3235-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-1",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-2",0,1,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-3",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-5",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-6",0,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3236","fl3236-7",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3237","fl3237-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3237","fl3237-2",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-2",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-4",0,0,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-5",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-6",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3238","fl3238-7",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3239","fl3239-1",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3240","fl3240-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3240","fl3240-2",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3240","fl3240-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3240","fl3240-4",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3241","fl3241-1",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3241","fl3241-2",0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3241","fl3241-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3242","fl3242-1",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3242","fl3242-2",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3243","fl3243-1",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3243","fl3243-2",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-1",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-2",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-3",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-4",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-5",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-6",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3244","fl3244-7",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3245","fl3245-1",0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-1",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-2",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-3",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-4",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-5",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-6",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3246","fl3246-7",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3247","fl3247-1",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-1",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-3",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-4",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-5",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3248","fl3248-6",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3249","fl3249-1",0,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3249","fl3249-2",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-1",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-2",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-3",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-4",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-5",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3250","fl3250-6",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3251","fl3251-1",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3251","fl3251-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3251","fl3251-3",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3251","fl3251-4",0,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3252","fl3252-1",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3252","fl3252-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3252","fl3252-3",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-2",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-3",0,1,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-5",0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-6",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3253","fl3253-7",0,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3254","fl3254-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3254","fl3254-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3254","fl3254-3",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3254","fl3254-4",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3255","fl3255-1",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3255","fl3255-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3255","fl3255-3",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3256","fl3256-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3256","fl3256-2",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3257","fl3257-1",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl3257","fl3257-2",0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3257","fl3257-3",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3258","fl3258-1",0,1,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3258","fl3258-2",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3258","fl3258-3",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3259","fl3259-1",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3259","fl3259-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3259","fl3259-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3259","fl3259-4",1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3260","fl3260-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3260","fl3260-2",0,0,0,0,1,1,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-1",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-3",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-5",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-6",1,1,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl3261","fl3261-7",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3262","fl3262-1",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3262","fl3262-2",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3262","fl3262-3",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3262","fl3262-4",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3263","fl3263-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3263","fl3263-2",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3263","fl3263-3",0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3263","fl3263-4",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3263","fl3263-5",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3264","fl3264-1",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3264","fl3264-2",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3264","fl3264-3",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3264","fl3264-4",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3264","fl3264-5",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3265","fl3265-1",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3265","fl3265-2",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-1",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-2",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-3",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-4",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-5",0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"fl3266","fl3266-6",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3267","fl3267-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3267","fl3267-2",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3267","fl3267-3",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3267","fl3267-4",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3268","fl3268-1",1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3268","fl3268-2",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl3269","fl3269-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3269","fl3269-2",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3269","fl3269-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3269","fl3269-4",0,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3270","fl3270-1",0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3270","fl3270-2",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl3270","fl3270-3",0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"fl3271","fl3271-1",0,0,0,1,1,1,"Haspel-ok","Haspel-ok"
"fl3272","fl3272-1",0,0,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl3273","fl3273-1",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3273","fl3273-2",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3273","fl3273-3",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3273","fl3273-4",1,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl3273","fl3273-5",1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"fl3274","fl3274-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl3274","fl3274-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl3274","fl3274-3",0,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"fl3274","fl3274-4",1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl3274","fl3274-5",0,0,0,0,1,1,"Haspel-ok","Haspel-ok"
