"LANG","syn_index","cov_index","type"
"fl5508",1,4,"artificial"
"fl5509",9,6,"artificial"
"fl551",3,6,"artificial"
"fl5510",21,6,"artificial"
"fl5511",13,5,"artificial"
"fl5512",14,6,"artificial"
"fl5513",11,6,"artificial"
"fl5514",6,6,"artificial"
"fl5515",4,6,"artificial"
"fl5516",11,6,"artificial"
"fl5517",4,6,"artificial"
"fl5518",11,6,"artificial"
"fl5519",13,6,"artificial"
"fl552",3,5,"artificial"
"fl5520",5,6,"artificial"
"fl5521",0,1,"artificial"
"fl5522",2,5,"artificial"
"fl5523",21,6,"artificial"
"fl5524",10,6,"artificial"
"fl5525",2,5,"artificial"
"fl5526",9,6,"artificial"
"fl5527",0,2,"artificial"
"fl5528",19,6,"artificial"
"fl5529",1,4,"artificial"
"fl553",3,6,"artificial"
"fl5530",12,6,"artificial"
"fl5531",0,4,"artificial"
"fl5532",14,6,"artificial"
"fl5533",7,6,"artificial"
"fl5534",1,4,"artificial"
"fl5535",12,6,"artificial"
"fl5536",14,6,"artificial"
"fl5537",11,6,"artificial"
"fl5538",10,6,"artificial"
"fl5539",13,6,"artificial"
"fl554",0,4,"artificial"
"fl5540",19,6,"artificial"
"fl5541",3,5,"artificial"
"fl5542",8,6,"artificial"
"fl5543",12,6,"artificial"
"fl5544",10,5,"artificial"
"fl5545",5,6,"artificial"
"fl5546",13,6,"artificial"
"fl5547",2,5,"artificial"
"fl5548",17,6,"artificial"
"fl5549",12,6,"artificial"
"fl555",12,6,"artificial"
"fl5550",7,6,"artificial"
"fl5551",10,6,"artificial"
"fl5552",14,6,"artificial"
"fl5553",0,1,"artificial"
"fl5554",6,6,"artificial"
"fl5555",11,6,"artificial"
"fl5556",8,6,"artificial"
"fl5557",8,6,"artificial"
"fl5558",11,6,"artificial"
"fl5559",5,6,"artificial"
"fl556",16,6,"artificial"
"fl5560",1,5,"artificial"
"fl5561",19,6,"artificial"
"fl5562",12,6,"artificial"
"fl5563",0,5,"artificial"
"fl5564",5,6,"artificial"
"fl5565",9,6,"artificial"
"fl5566",1,3,"artificial"
"fl5567",0,2,"artificial"
"fl5568",2,4,"artificial"
"fl5569",16,6,"artificial"
"fl557",12,6,"artificial"
"fl5570",0,1,"artificial"
"fl5571",5,5,"artificial"
"fl5572",20,6,"artificial"
"fl5573",25,6,"artificial"
"fl5574",3,5,"artificial"
"fl5575",0,3,"artificial"
"fl5576",1,5,"artificial"
"fl5577",2,2,"artificial"
"fl5578",3,6,"artificial"
"fl5579",0,6,"artificial"
"fl558",5,6,"artificial"
"fl5580",1,5,"artificial"
"fl5581",4,4,"artificial"
"fl5582",10,6,"artificial"
"fl5583",10,6,"artificial"
"fl5584",0,3,"artificial"
"fl5585",0,3,"artificial"
"fl5586",3,6,"artificial"
"fl5587",16,6,"artificial"
"fl5588",8,6,"artificial"
"fl5589",8,6,"artificial"
"fl559",12,6,"artificial"
"fl5590",4,6,"artificial"
"fl5591",6,6,"artificial"
"fl5592",5,5,"artificial"
"fl5593",0,2,"artificial"
"fl5594",19,6,"artificial"
"fl5595",18,6,"artificial"
"fl5596",0,3,"artificial"
"fl5597",12,6,"artificial"
"fl5598",15,6,"artificial"
"fl5599",0,2,"artificial"
"fl56",6,6,"artificial"
"fl560",3,4,"artificial"
"fl5600",2,5,"artificial"
"fl5601",9,6,"artificial"
"fl5602",17,6,"artificial"
"fl5603",1,3,"artificial"
"fl5604",4,5,"artificial"
"fl5605",4,5,"artificial"
"fl5606",2,5,"artificial"
"fl5607",10,6,"artificial"
"fl5608",1,6,"artificial"
"fl5609",6,6,"artificial"
"fl561",0,1,"artificial"
"fl5610",3,5,"artificial"
"fl5611",0,2,"artificial"
"fl5612",4,5,"artificial"
"fl5613",11,6,"artificial"
"fl5614",0,3,"artificial"
"fl5615",0,5,"artificial"
"fl5616",14,6,"artificial"
"fl5617",13,6,"artificial"
"fl5618",17,6,"artificial"
"fl5619",6,6,"artificial"
"fl562",7,6,"artificial"
"fl5620",8,5,"artificial"
"fl5621",5,6,"artificial"
"fl5622",6,6,"artificial"
"fl5623",2,6,"artificial"
"fl5624",19,6,"artificial"
"fl5625",5,6,"artificial"
"fl5626",0,3,"artificial"
"fl5627",14,6,"artificial"
"fl5628",12,6,"artificial"
"fl5629",18,6,"artificial"
"fl563",22,6,"artificial"
"fl5630",10,5,"artificial"
"fl5631",9,6,"artificial"
"fl5632",10,6,"artificial"
"fl5633",0,5,"artificial"
"fl5634",13,6,"artificial"
"fl5635",0,5,"artificial"
"fl5636",2,5,"artificial"
"fl5637",6,6,"artificial"
"fl5638",3,5,"artificial"
"fl5639",6,5,"artificial"
"fl564",5,6,"artificial"
"fl5640",11,6,"artificial"
"fl5641",12,6,"artificial"
"fl5642",14,6,"artificial"
"fl5643",0,4,"artificial"
"fl5644",2,4,"artificial"
"fl5645",7,6,"artificial"
"fl5646",0,3,"artificial"
"fl5647",10,6,"artificial"
"fl5648",0,4,"artificial"
"fl5649",2,6,"artificial"
"fl565",1,4,"artificial"
"fl5650",4,6,"artificial"
"fl5651",7,6,"artificial"
"fl5652",8,6,"artificial"
"fl5653",2,6,"artificial"
"fl5654",18,6,"artificial"
"fl5655",13,5,"artificial"
"fl5656",5,5,"artificial"
"fl5657",12,6,"artificial"
"fl5658",14,6,"artificial"
"fl5659",8,6,"artificial"
"fl566",3,6,"artificial"
"fl5660",4,5,"artificial"
"fl5661",1,5,"artificial"
"fl5662",1,2,"artificial"
"fl5663",1,4,"artificial"
"fl5664",2,5,"artificial"
"fl5665",8,6,"artificial"
"fl5666",11,6,"artificial"
"fl5667",0,3,"artificial"
"fl5668",0,2,"artificial"
"fl5669",10,6,"artificial"
"fl567",15,6,"artificial"
"fl5670",6,6,"artificial"
"fl5671",0,4,"artificial"
"fl5672",17,5,"artificial"
"fl5673",0,1,"artificial"
"fl5674",12,6,"artificial"
"fl5675",1,4,"artificial"
"fl5676",6,6,"artificial"
"fl5677",1,6,"artificial"
"fl5678",12,6,"artificial"
"fl5679",0,3,"artificial"
"fl568",9,6,"artificial"
"fl5680",0,3,"artificial"
"fl5681",17,6,"artificial"
"fl5682",2,5,"artificial"
"fl5683",18,6,"artificial"
"fl5684",3,6,"artificial"
"fl5685",10,5,"artificial"
"fl5686",0,4,"artificial"
"fl5687",1,3,"artificial"
"fl5688",11,6,"artificial"
"fl5689",8,6,"artificial"
"fl569",3,5,"artificial"
"fl5690",1,5,"artificial"
"fl5691",8,5,"artificial"
"fl5692",5,5,"artificial"
"fl5693",0,3,"artificial"
"fl5694",3,6,"artificial"
"fl5695",9,6,"artificial"
"fl5696",3,6,"artificial"
"fl5697",0,3,"artificial"
"fl5698",9,6,"artificial"
"fl5699",16,6,"artificial"
"fl57",7,6,"artificial"
"fl570",11,6,"artificial"
"fl5700",0,4,"artificial"
"fl5701",6,6,"artificial"
"fl5702",0,2,"artificial"
"fl5703",1,3,"artificial"
"fl5704",0,2,"artificial"
"fl5705",16,6,"artificial"
"fl5706",1,4,"artificial"
"fl5707",1,4,"artificial"
"fl5708",4,4,"artificial"
"fl5709",13,6,"artificial"
"fl571",16,6,"artificial"
"fl5710",7,6,"artificial"
"fl5711",9,6,"artificial"
"fl5712",0,6,"artificial"
"fl5713",5,6,"artificial"
"fl5714",0,3,"artificial"
"fl5715",9,6,"artificial"
"fl5716",7,6,"artificial"
"fl5717",0,2,"artificial"
"fl5718",6,6,"artificial"
"fl5719",5,6,"artificial"
"fl572",4,4,"artificial"
"fl5720",9,6,"artificial"
"fl5721",1,4,"artificial"
"fl5722",4,6,"artificial"
"fl5723",4,6,"artificial"
"fl5724",9,6,"artificial"
"fl5725",6,5,"artificial"
"fl5726",3,3,"artificial"
"fl5727",0,2,"artificial"
"fl5728",8,6,"artificial"
"fl5729",9,5,"artificial"
"fl573",20,6,"artificial"
"fl5730",12,6,"artificial"
"fl5731",0,2,"artificial"
"fl5732",20,6,"artificial"
"fl5733",13,6,"artificial"
"fl5734",1,4,"artificial"
"fl5735",6,6,"artificial"
"fl5736",8,5,"artificial"
"fl5737",8,6,"artificial"
"fl5738",3,5,"artificial"
"fl5739",1,5,"artificial"
"fl574",1,4,"artificial"
"fl5740",11,6,"artificial"
"fl5741",10,6,"artificial"
"fl5742",17,6,"artificial"
"fl5743",9,6,"artificial"
"fl5744",9,6,"artificial"
"fl5745",3,6,"artificial"
"fl5746",0,4,"artificial"
"fl5747",11,6,"artificial"
"fl5748",7,6,"artificial"
"fl5749",7,5,"artificial"
"fl575",2,6,"artificial"
"fl5750",9,6,"artificial"
"fl5751",10,6,"artificial"
"fl5752",9,6,"artificial"
"fl5753",14,6,"artificial"
"fl5754",7,6,"artificial"
"fl5755",2,3,"artificial"
"fl5756",0,3,"artificial"
"fl5757",14,6,"artificial"
"fl5758",2,5,"artificial"
"fl5759",9,6,"artificial"
"fl576",13,6,"artificial"
"fl5760",3,6,"artificial"
"fl5761",7,5,"artificial"
"fl5762",10,6,"artificial"
"fl5763",0,1,"artificial"
"fl5764",13,6,"artificial"
"fl5765",1,3,"artificial"
"fl5766",0,3,"artificial"
"fl5767",0,2,"artificial"
"fl5768",3,5,"artificial"
"fl5769",0,3,"artificial"
"fl577",17,6,"artificial"
"fl5770",10,6,"artificial"
"fl5771",10,6,"artificial"
"fl5772",0,5,"artificial"
"fl5773",15,6,"artificial"
"fl5774",15,6,"artificial"
"fl5775",13,6,"artificial"
"fl5776",0,4,"artificial"
"fl5777",0,6,"artificial"
"fl5778",2,4,"artificial"
"fl5779",5,5,"artificial"
"fl578",0,2,"artificial"
"fl5780",19,6,"artificial"
"fl5781",11,6,"artificial"
"fl5782",1,5,"artificial"
"fl5783",21,6,"artificial"
"fl5784",9,5,"artificial"
"fl5785",3,6,"artificial"
"fl5786",12,6,"artificial"
"fl5787",0,2,"artificial"
"fl5788",3,6,"artificial"
"fl5789",1,4,"artificial"
"fl579",14,6,"artificial"
"fl5790",0,5,"artificial"
"fl5791",2,5,"artificial"
"fl5792",3,6,"artificial"
"fl5793",2,5,"artificial"
"fl5794",12,6,"artificial"
"fl5795",7,6,"artificial"
"fl5796",0,5,"artificial"
"fl5797",16,6,"artificial"
"fl5798",11,6,"artificial"
"fl5799",17,6,"artificial"
"fl58",9,6,"artificial"
"fl580",8,6,"artificial"
"fl5800",1,3,"artificial"
"fl5801",9,6,"artificial"
"fl5802",9,5,"artificial"
"fl5803",6,6,"artificial"
"fl5804",15,6,"artificial"
"fl5805",14,6,"artificial"
"fl5806",0,4,"artificial"
"fl5807",8,6,"artificial"
"fl5808",5,5,"artificial"
"fl5809",9,6,"artificial"
"fl581",0,4,"artificial"
"fl5810",2,4,"artificial"
"fl5811",3,5,"artificial"
"fl5812",0,3,"artificial"
"fl5813",0,3,"artificial"
"fl5814",14,6,"artificial"
"fl5815",3,4,"artificial"
"fl5816",19,6,"artificial"
"fl5817",16,6,"artificial"
"fl5818",16,6,"artificial"
"fl5819",14,6,"artificial"
"fl582",1,5,"artificial"
"fl5820",13,6,"artificial"
"fl5821",14,6,"artificial"
"fl5822",5,6,"artificial"
"fl5823",5,5,"artificial"
"fl5824",11,6,"artificial"
"fl5825",10,6,"artificial"
"fl5826",8,5,"artificial"
"fl5827",13,5,"artificial"
"fl5828",1,4,"artificial"
"fl5829",1,4,"artificial"
"fl583",9,6,"artificial"
"fl5830",1,4,"artificial"
"fl5831",13,6,"artificial"
"fl5832",8,6,"artificial"
"fl5833",8,6,"artificial"
"fl5834",4,5,"artificial"
"fl5835",11,6,"artificial"
"fl5836",9,6,"artificial"
"fl5837",0,3,"artificial"
"fl5838",13,6,"artificial"
"fl5839",6,6,"artificial"
"fl584",0,2,"artificial"
"fl5840",8,6,"artificial"
"fl5841",10,6,"artificial"
"fl5842",4,4,"artificial"
"fl5843",13,6,"artificial"
"fl5844",8,6,"artificial"
"fl5845",5,5,"artificial"
"fl5846",15,6,"artificial"
"fl5847",4,5,"artificial"
"fl5848",19,6,"artificial"
"fl5849",2,4,"artificial"
"fl585",2,5,"artificial"
"fl5850",13,5,"artificial"
"fl5851",4,5,"artificial"
"fl5852",2,4,"artificial"
"fl5853",0,6,"artificial"
"fl5854",20,6,"artificial"
"fl5855",8,6,"artificial"
"fl5856",4,6,"artificial"
"fl5857",10,6,"artificial"
"fl5858",1,4,"artificial"
"fl5859",1,4,"artificial"
"fl586",6,6,"artificial"
"fl5860",4,6,"artificial"
"fl5861",5,6,"artificial"
"fl5862",0,2,"artificial"
"fl5863",8,6,"artificial"
"fl5864",10,6,"artificial"
"fl5865",2,3,"artificial"
"fl5866",6,6,"artificial"
"fl5867",5,6,"artificial"
"fl5868",4,6,"artificial"
"fl5869",1,5,"artificial"
"fl587",15,6,"artificial"
"fl5870",6,5,"artificial"
"fl5871",2,5,"artificial"
"fl5872",8,6,"artificial"
"fl5873",8,6,"artificial"
"fl5874",15,6,"artificial"
"fl5875",0,4,"artificial"
"fl5876",1,1,"artificial"
"fl5877",6,5,"artificial"
"fl5878",9,6,"artificial"
"fl5879",10,6,"artificial"
"fl588",20,6,"artificial"
"fl5880",3,5,"artificial"
"fl5881",0,5,"artificial"
"fl5882",0,3,"artificial"
"fl5883",16,6,"artificial"
"fl5884",10,6,"artificial"
"fl5885",1,5,"artificial"
"fl5886",7,6,"artificial"
"fl5887",5,6,"artificial"
"fl5888",4,5,"artificial"
"fl5889",0,3,"artificial"
"fl589",3,5,"artificial"
"fl5890",3,5,"artificial"
"fl5891",0,4,"artificial"
"fl5892",2,5,"artificial"
"fl5893",5,6,"artificial"
"fl5894",14,6,"artificial"
"fl5895",18,6,"artificial"
"fl5896",14,6,"artificial"
"fl5897",1,5,"artificial"
"fl5898",4,6,"artificial"
"fl5899",0,5,"artificial"
"fl59",1,4,"artificial"
"fl590",10,6,"artificial"
"fl5900",0,4,"artificial"
"fl5901",12,6,"artificial"
"fl5902",10,5,"artificial"
"fl5903",1,5,"artificial"
"fl5904",0,5,"artificial"
"fl5905",17,6,"artificial"
"fl5906",0,2,"artificial"
"fl5907",7,6,"artificial"
"fl5908",8,6,"artificial"
"fl5909",0,1,"artificial"
"fl591",2,4,"artificial"
"fl5910",12,6,"artificial"
"fl5911",12,6,"artificial"
"fl5912",6,6,"artificial"
"fl5913",0,4,"artificial"
"fl5914",1,3,"artificial"
"fl5915",13,6,"artificial"
"fl5916",0,6,"artificial"
"fl5917",0,2,"artificial"
"fl5918",11,6,"artificial"
"fl5919",0,4,"artificial"
"fl592",4,6,"artificial"
"fl5920",19,6,"artificial"
"fl5921",0,3,"artificial"
"fl5922",18,6,"artificial"
"fl5923",8,6,"artificial"
"fl5924",10,6,"artificial"
"fl5925",7,5,"artificial"
"fl5926",15,6,"artificial"
"fl5927",14,6,"artificial"
"fl5928",16,6,"artificial"
"fl5929",7,6,"artificial"
"fl593",5,5,"artificial"
"fl5930",7,6,"artificial"
"fl5931",16,6,"artificial"
"fl5932",8,6,"artificial"
"fl5933",10,6,"artificial"
"fl5934",14,6,"artificial"
"fl5935",11,6,"artificial"
"fl5936",12,6,"artificial"
"fl5937",0,2,"artificial"
"fl5938",14,6,"artificial"
"fl5939",5,6,"artificial"
"fl594",13,6,"artificial"
"fl5940",5,6,"artificial"
"fl5941",1,3,"artificial"
"fl5942",9,6,"artificial"
"fl5943",1,3,"artificial"
"fl5944",5,6,"artificial"
"fl5945",15,6,"artificial"
"fl5946",0,1,"artificial"
"fl5947",0,4,"artificial"
"fl5948",0,3,"artificial"
"fl5949",10,6,"artificial"
"fl595",0,1,"artificial"
"fl5950",8,6,"artificial"
"fl5951",17,6,"artificial"
"fl5952",0,4,"artificial"
"fl5953",7,5,"artificial"
"fl5954",12,6,"artificial"
"fl5955",6,6,"artificial"
"fl5956",8,6,"artificial"
"fl5957",0,5,"artificial"
"fl5958",7,6,"artificial"
"fl5959",1,4,"artificial"
"fl596",2,6,"artificial"
"fl5960",1,4,"artificial"
"fl5961",16,5,"artificial"
"fl5962",3,5,"artificial"
"fl5963",11,6,"artificial"
"fl5964",6,6,"artificial"
"fl5965",10,6,"artificial"
"fl5966",14,6,"artificial"
"fl5967",18,6,"artificial"
"fl5968",9,6,"artificial"
"fl5969",10,6,"artificial"
"fl597",13,6,"artificial"
"fl5970",0,5,"artificial"
"fl5971",16,6,"artificial"
"fl5972",4,5,"artificial"
"fl5973",5,6,"artificial"
"fl5974",5,6,"artificial"
"fl5975",13,6,"artificial"
"fl5976",4,6,"artificial"
"fl5977",2,5,"artificial"
"fl5978",18,6,"artificial"
"fl5979",11,6,"artificial"
"fl598",10,6,"artificial"
"fl5980",14,6,"artificial"
"fl5981",10,6,"artificial"
"fl5982",0,5,"artificial"
"fl5983",4,5,"artificial"
"fl5984",0,2,"artificial"
"fl5985",7,5,"artificial"
"fl5986",10,6,"artificial"
"fl5987",10,6,"artificial"
"fl5988",6,5,"artificial"
"fl5989",16,6,"artificial"
"fl599",0,5,"artificial"
"fl5990",2,6,"artificial"
"fl5991",18,6,"artificial"
"fl5992",12,5,"artificial"
"fl5993",0,3,"artificial"
"fl5994",0,3,"artificial"
"fl5995",0,3,"artificial"
"fl5996",0,4,"artificial"
"fl5997",1,6,"artificial"
"fl5998",6,6,"artificial"
"fl5999",6,6,"artificial"
"fl6",0,4,"artificial"
"fl60",0,4,"artificial"
"fl600",5,6,"artificial"
"fl6000",1,5,"artificial"
"fl6001",0,2,"artificial"
"fl6002",1,5,"artificial"
"fl6003",13,6,"artificial"
"fl6004",10,6,"artificial"
"fl6005",16,6,"artificial"
"fl6006",2,6,"artificial"
"fl6007",0,4,"artificial"
"fl6008",0,4,"artificial"
"fl6009",0,4,"artificial"
"fl601",1,3,"artificial"
"fl6010",8,6,"artificial"
"fl6011",12,6,"artificial"
"fl6012",1,5,"artificial"
"fl6013",14,6,"artificial"
"fl6014",7,5,"artificial"
"fl6015",0,2,"artificial"
"fl6016",11,6,"artificial"
"fl6017",5,6,"artificial"
"fl6018",1,5,"artificial"
"fl6019",13,6,"artificial"
"fl602",4,5,"artificial"
"fl6020",0,5,"artificial"
"fl6021",4,6,"artificial"
"fl6022",14,5,"artificial"
"fl6023",3,3,"artificial"
"fl6024",8,6,"artificial"
"fl6025",11,5,"artificial"
"fl6026",12,5,"artificial"
"fl6027",7,6,"artificial"
"fl6028",13,6,"artificial"
"fl6029",3,3,"artificial"
"fl603",10,6,"artificial"
"fl6030",1,5,"artificial"
"fl6031",17,6,"artificial"
"fl6032",3,5,"artificial"
"fl6033",16,6,"artificial"
"fl6034",0,5,"artificial"
"fl6035",2,6,"artificial"
"fl6036",2,6,"artificial"
"fl6037",9,6,"artificial"
"fl6038",4,6,"artificial"
"fl6039",0,2,"artificial"
"fl604",7,6,"artificial"
"fl6040",13,6,"artificial"
"fl6041",20,6,"artificial"
"fl6042",3,4,"artificial"
"fl6043",4,6,"artificial"
"fl6044",4,5,"artificial"
"fl6045",1,4,"artificial"
"fl6046",7,5,"artificial"
"fl6047",4,6,"artificial"
"fl6048",16,6,"artificial"
"fl6049",17,6,"artificial"
"fl605",13,6,"artificial"
"fl6050",16,6,"artificial"
"fl6051",0,3,"artificial"
"fl6052",12,6,"artificial"
"fl6053",11,6,"artificial"
"fl6054",14,6,"artificial"
"fl6055",6,6,"artificial"
"fl6056",7,6,"artificial"
"fl6057",0,1,"artificial"
"fl6058",18,6,"artificial"
"fl6059",4,6,"artificial"
"fl606",10,6,"artificial"
"fl6060",6,6,"artificial"
"fl6061",6,6,"artificial"
"fl6062",9,5,"artificial"
"fl6063",16,6,"artificial"
"fl6064",10,6,"artificial"
"fl6065",19,6,"artificial"
"fl6066",9,6,"artificial"
"fl6067",17,6,"artificial"
"fl6068",5,6,"artificial"
"fl6069",5,6,"artificial"
"fl607",11,6,"artificial"
"fl6070",1,6,"artificial"
"fl6071",2,4,"artificial"
"fl6072",14,6,"artificial"
"fl6073",10,6,"artificial"
"fl6074",0,3,"artificial"
"fl6075",2,4,"artificial"
"fl6076",6,6,"artificial"
"fl6077",0,3,"artificial"
"fl6078",7,6,"artificial"
"fl6079",12,6,"artificial"
"fl608",6,6,"artificial"
"fl6080",3,3,"artificial"
"fl6081",8,5,"artificial"
"fl6082",0,4,"artificial"
"fl6083",3,6,"artificial"
"fl6084",11,6,"artificial"
"fl6085",8,6,"artificial"
"fl6086",13,6,"artificial"
"fl6087",0,2,"artificial"
"fl6088",12,5,"artificial"
"fl6089",0,5,"artificial"
"fl609",10,6,"artificial"
"fl6090",6,6,"artificial"
"fl6091",0,5,"artificial"
"fl6092",0,3,"artificial"
"fl6093",6,5,"artificial"
"fl6094",0,4,"artificial"
"fl6095",4,5,"artificial"
"fl6096",10,6,"artificial"
"fl6097",1,5,"artificial"
"fl6098",12,6,"artificial"
"fl6099",1,5,"artificial"
"fl61",10,6,"artificial"
"fl610",1,2,"artificial"
"fl6100",0,2,"artificial"
"fl6101",15,6,"artificial"
"fl6102",3,6,"artificial"
"fl6103",18,6,"artificial"
"fl6104",9,6,"artificial"
"fl6105",2,4,"artificial"
"fl6106",3,6,"artificial"
"fl6107",1,5,"artificial"
"fl6108",3,5,"artificial"
"fl6109",0,4,"artificial"
"fl611",18,6,"artificial"
"fl6110",4,5,"artificial"
"fl6111",2,4,"artificial"
"fl6112",4,6,"artificial"
"fl6113",8,6,"artificial"
"fl6114",12,6,"artificial"
"fl6115",0,3,"artificial"
"fl6116",0,1,"artificial"
"fl6117",6,6,"artificial"
"fl6118",0,3,"artificial"
"fl6119",0,3,"artificial"
"fl612",10,6,"artificial"
"fl6120",6,6,"artificial"
"fl6121",13,6,"artificial"
"fl6122",0,5,"artificial"
"fl6123",1,3,"artificial"
"fl6124",10,6,"artificial"
"fl6125",12,6,"artificial"
"fl6126",10,6,"artificial"
"fl6127",5,6,"artificial"
"fl6128",3,4,"artificial"
"fl6129",13,6,"artificial"
"fl613",3,5,"artificial"
"fl6130",8,6,"artificial"
"fl6131",1,5,"artificial"
"fl6132",5,6,"artificial"
"fl6133",15,6,"artificial"
"fl6134",19,6,"artificial"
"fl6135",3,5,"artificial"
"fl6136",13,6,"artificial"
"fl6137",7,6,"artificial"
"fl6138",14,6,"artificial"
"fl6139",3,6,"artificial"
"fl614",2,5,"artificial"
"fl6140",25,6,"artificial"
"fl6141",9,6,"artificial"
"fl6142",15,6,"artificial"
"fl6143",3,5,"artificial"
"fl6144",14,6,"artificial"
"fl6145",8,6,"artificial"
"fl6146",16,6,"artificial"
"fl6147",2,6,"artificial"
"fl6148",0,3,"artificial"
"fl6149",7,6,"artificial"
"fl615",0,3,"artificial"
"fl6150",12,6,"artificial"
"fl6151",17,6,"artificial"
"fl6152",8,6,"artificial"
"fl6153",16,6,"artificial"
"fl6154",0,5,"artificial"
"fl6155",19,6,"artificial"
"fl6156",4,5,"artificial"
"fl6157",5,5,"artificial"
"fl6158",0,5,"artificial"
"fl6159",5,6,"artificial"
"fl616",11,6,"artificial"
"fl6160",2,3,"artificial"
"fl6161",0,5,"artificial"
"fl6162",7,5,"artificial"
"fl6163",11,6,"artificial"
"fl6164",3,4,"artificial"
"fl6165",6,6,"artificial"
"fl6166",11,6,"artificial"
"fl6167",15,6,"artificial"
"fl6168",16,6,"artificial"
"fl6169",5,6,"artificial"
"fl617",14,6,"artificial"
"fl6170",4,5,"artificial"
"fl6171",5,5,"artificial"
"fl6172",0,3,"artificial"
"fl6173",13,6,"artificial"
"fl6174",9,5,"artificial"
"fl6175",0,3,"artificial"
"fl6176",4,5,"artificial"
"fl6177",0,4,"artificial"
"fl6178",13,6,"artificial"
"fl6179",14,6,"artificial"
"fl618",0,5,"artificial"
"fl6180",5,5,"artificial"
"fl6181",0,4,"artificial"
"fl6182",0,3,"artificial"
"fl6183",11,6,"artificial"
"fl6184",1,4,"artificial"
"fl6185",11,6,"artificial"
"fl6186",4,6,"artificial"
"fl6187",5,6,"artificial"
"fl6188",0,5,"artificial"
"fl6189",10,6,"artificial"
"fl619",12,6,"artificial"
"fl6190",2,5,"artificial"
"fl6191",0,1,"artificial"
"fl6192",2,5,"artificial"
"fl6193",6,6,"artificial"
"fl6194",8,5,"artificial"
"fl6195",9,6,"artificial"
"fl6196",19,6,"artificial"
"fl6197",11,6,"artificial"
"fl6198",8,6,"artificial"
"fl6199",0,6,"artificial"
"fl62",6,6,"artificial"
"fl620",5,4,"artificial"
"fl6200",5,6,"artificial"
"fl6201",12,6,"artificial"
"fl6202",3,5,"artificial"
"fl6203",0,3,"artificial"
"fl6204",3,6,"artificial"
"fl6205",6,5,"artificial"
"fl6206",0,2,"artificial"
"fl6207",15,6,"artificial"
"fl6208",3,5,"artificial"
"fl6209",14,6,"artificial"
"fl621",7,6,"artificial"
"fl6210",21,6,"artificial"
"fl6211",15,6,"artificial"
"fl6212",17,6,"artificial"
"fl6213",16,6,"artificial"
"fl6214",0,3,"artificial"
"fl6215",15,6,"artificial"
"fl6216",10,6,"artificial"
"fl6217",8,6,"artificial"
"fl6218",4,6,"artificial"
"fl6219",11,6,"artificial"
"fl622",14,6,"artificial"
"fl6220",6,4,"artificial"
"fl6221",10,6,"artificial"
"fl6222",2,4,"artificial"
"fl6223",10,6,"artificial"
"fl6224",1,5,"artificial"
"fl6225",11,6,"artificial"
"fl6226",6,6,"artificial"
"fl6227",7,5,"artificial"
"fl6228",10,6,"artificial"
"fl6229",10,5,"artificial"
"fl623",0,2,"artificial"
"fl6230",15,6,"artificial"
"fl6231",13,6,"artificial"
"fl6232",12,6,"artificial"
"fl6233",14,6,"artificial"
"fl6234",6,6,"artificial"
"fl6235",15,6,"artificial"
"fl6236",4,5,"artificial"
"fl6237",12,6,"artificial"
"fl6238",16,6,"artificial"
"fl6239",10,6,"artificial"
"fl624",13,6,"artificial"
"fl6240",12,6,"artificial"
"fl6241",0,3,"artificial"
"fl6242",11,5,"artificial"
"fl6243",7,6,"artificial"
"fl6244",5,6,"artificial"
"fl6245",1,2,"artificial"
"fl6246",5,6,"artificial"
"fl6247",13,6,"artificial"
"fl6248",3,5,"artificial"
"fl6249",0,3,"artificial"
"fl625",8,6,"artificial"
"fl6250",1,5,"artificial"
"fl6251",2,5,"artificial"
"fl6252",14,6,"artificial"
"fl6253",19,6,"artificial"
"fl6254",7,5,"artificial"
"fl6255",0,3,"artificial"
"fl6256",4,5,"artificial"
"fl6257",0,3,"artificial"
"fl6258",1,5,"artificial"
"fl6259",0,4,"artificial"
"fl626",12,6,"artificial"
"fl6260",9,6,"artificial"
"fl6261",0,2,"artificial"
"fl6262",10,6,"artificial"
"fl6263",2,6,"artificial"
"fl6264",15,6,"artificial"
"fl6265",0,4,"artificial"
"fl6266",0,5,"artificial"
"fl6267",22,6,"artificial"
"fl6268",4,5,"artificial"
"fl6269",13,6,"artificial"
"fl627",13,6,"artificial"
"fl6270",0,2,"artificial"
"fl6271",5,5,"artificial"
"fl6272",0,3,"artificial"
"fl6273",10,5,"artificial"
"fl6274",0,1,"artificial"
"fl6275",5,4,"artificial"
"fl6276",17,6,"artificial"
"fl6277",3,5,"artificial"
"fl6278",15,6,"artificial"
"fl6279",8,6,"artificial"
"fl628",12,6,"artificial"
"fl6280",14,6,"artificial"
"fl6281",1,4,"artificial"
"fl6282",2,5,"artificial"
"fl6283",0,2,"artificial"
"fl6284",9,6,"artificial"
"fl6285",1,4,"artificial"
"fl6286",6,6,"artificial"
"fl6287",0,2,"artificial"
"fl6288",0,3,"artificial"
"fl6289",18,6,"artificial"
"fl629",0,3,"artificial"
"fl6290",1,5,"artificial"
"fl6291",0,4,"artificial"
"fl6292",2,4,"artificial"
"fl6293",15,6,"artificial"
"fl6294",8,5,"artificial"
"fl6295",15,6,"artificial"
"fl6296",0,5,"artificial"
"fl6297",4,6,"artificial"
"fl6298",3,5,"artificial"
"fl6299",10,6,"artificial"
