"","LANG","ITEM","spec.know","spec.unkn","irr.nonsp","question","condit","indir.neg","dir.neg","compar","free.ch","neg.frag","Haspelmath","type"
"16967","fl1868","fl1868-5",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"12169","fl1868","fl1868-6",0,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"102369","fl1868","fl1868-7",0,1,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"63128","fl1869","fl1869-1",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"6880","fl1869","fl1869-2",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"83962","fl1869","fl1869-3",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"12879","fl1869","fl1869-4",1,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"25560","fl1869","fl1869-5",0,1,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"24177","fl1869","fl1869-6",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63364","fl1870","fl1870-1",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"100562","fl1870","fl1870-2",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"23968","fl1870","fl1870-3",0,1,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"41368","fl1870","fl1870-4",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"44774","fl1870","fl1870-5",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"58077","fl1870","fl1870-6",1,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"74968","fl1870","fl1870-7",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"5898","fl1871","fl1871-1",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"100181","fl1871","fl1871-2",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"58385","fl1871","fl1871-3",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"6474","fl1872","fl1872-1",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"24178","fl1873","fl1873-1",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"83372","fl1873","fl1873-2",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"101768","fl1873","fl1873-3",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"51178","fl1873","fl1873-4",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"100964","fl1873","fl1873-5",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6763","fl1874","fl1874-1",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"43180","fl1875","fl1875-1",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"561","fl1875","fl1875-2",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"32558","fl1875","fl1875-3",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"101769","fl1875","fl1875-4",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"76567","fl1875","fl1875-5",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"74969","fl1875","fl1875-6",0,0,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"17557","fl1876","fl1876-1",0,1,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"18386","fl1876","fl1876-2",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"866","fl1876","fl1876-3",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"793","fl1876","fl1876-4",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"44775","fl1876","fl1876-5",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"5767","fl1876","fl1876-6",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"83781","fl1876","fl1876-7",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"50570","fl1877","fl1877-1",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"17558","fl1877","fl1877-2",0,1,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"16968","fl1877","fl1877-3",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"867","fl1877","fl1877-4",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"57870","fl1878","fl1878-1",1,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"101575","fl1878","fl1878-2",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"32559","fl1879","fl1879-1",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"63365","fl1880","fl1880-1",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"12170","fl1880","fl1880-2",0,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"12171","fl1880","fl1880-3",0,0,0,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"83373","fl1880","fl1880-4",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"100780","fl1881","fl1881-1",0,1,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"50376","fl1882","fl1882-1",0,1,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"6475","fl1882","fl1882-2",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"18574","fl1882","fl1882-3",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"63455","fl1882","fl1882-4",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"49768","fl1882","fl1882-5",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"49385","fl1882","fl1882-6",0,0,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"23969","fl1882","fl1882-7",0,1,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"50571","fl1883","fl1883-1",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"6560","fl1883","fl1883-2",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6476","fl1883","fl1883-3",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"83963","fl1883","fl1883-4",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"57974","fl1883","fl1883-5",0,1,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"63456","fl1883","fl1883-6",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"32369","fl1883","fl1883-7",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"44776","fl1884","fl1884-1",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"280","fl1885","fl1885-1",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"83964","fl1886","fl1886-1",0,1,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"18992","fl1886","fl1886-2",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"41369","fl1887","fl1887-1",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"15972","fl1887","fl1887-2",0,1,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"6881","fl1887","fl1887-3",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"15973","fl1887","fl1887-4",0,1,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"32171","fl1887","fl1887-5",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"32560","fl1887","fl1887-6",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"6882","fl1887","fl1887-7",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6971","fl1888","fl1888-1",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"58156","fl1888","fl1888-2",0,0,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"50153","fl1888","fl1888-3",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"6764","fl1889","fl1889-1",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"100965","fl1889","fl1889-2",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"48961","fl1889","fl1889-3",0,0,0,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"562","fl1889","fl1889-4",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"12562","fl1889","fl1889-5",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"24971","fl1889","fl1889-6",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"43769","fl1890","fl1890-1",0,0,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"17379","fl1890","fl1890-2",0,0,1,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"44777","fl1890","fl1890-3",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"23770","fl1890","fl1890-4",0,0,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"794","fl1890","fl1890-5",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"75965","fl1891","fl1891-1",0,1,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"50986","fl1891","fl1891-2",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"12563","fl1891","fl1891-3",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"5768","fl1892","fl1892-1",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"58157","fl1892","fl1892-2",0,0,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"25773","fl1893","fl1893-1",0,0,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"44177","fl1893","fl1893-2",0,0,0,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"63366","fl1893","fl1893-3",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"6561","fl1893","fl1893-4",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"18387","fl1893","fl1893-5",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"83374","fl1893","fl1893-6",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"7276","fl1893","fl1893-7",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6161","fl1894","fl1894-1",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"24972","fl1895","fl1895-1",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63457","fl1895","fl1895-2",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"32370","fl1895","fl1895-3",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"102370","fl1895","fl1895-4",0,1,1,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"83375","fl1896","fl1896-1",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"5899","fl1896","fl1896-2",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"32371","fl1896","fl1896-3",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"32172","fl1896","fl1896-4",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"43979","fl1897","fl1897-1",0,1,1,0,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"6765","fl1897","fl1897-2",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"75377","fl1897","fl1897-3",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"7277","fl1897","fl1897-4",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"482","fl1897","fl1897-5",1,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"6162","fl1897","fl1897-6",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"795","fl1898","fl1898-1",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"26145","fl1898","fl1898-2",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"75762","fl1898","fl1898-3",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"796","fl1898","fl1898-4",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"32173","fl1899","fl1899-1",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"868","fl1899","fl1899-2",1,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"41370","fl1899","fl1899-3",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"373","fl1899","fl1899-4",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"41371","fl1899","fl1899-5",0,0,1,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"6766","fl1899","fl1899-6",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"5769","fl1899","fl1899-7",0,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"100182","fl1900","fl1900-1",0,0,0,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"374","fl1900","fl1900-2",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"42975","fl1901","fl1901-1",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"49769","fl1901","fl1901-2",0,0,0,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"63979","fl1901","fl1901-3",0,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"83376","fl1902","fl1902-1",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"6163","fl1902","fl1902-2",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"25365","fl1902","fl1902-3",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"58464","fl1902","fl1902-4",1,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"83377","fl1903","fl1903-1",0,0,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"24973","fl1903","fl1903-2",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"64073","fl1904","fl1904-1",1,1,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"75161","fl1904","fl1904-2",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"25962","fl1905","fl1905-1",0,1,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"23771","fl1906","fl1906-1",0,0,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"101576","fl1906","fl1906-2",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6972","fl1906","fl1906-3",0,0,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"44778","fl1906","fl1906-4",0,1,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"18388","fl1906","fl1906-5",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"32174","fl1906","fl1906-6",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"44563","fl1907","fl1907-1",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"42976","fl1907","fl1907-2",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"18993","fl1907","fl1907-3",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"6767","fl1908","fl1908-1",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"58386","fl1908","fl1908-2",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"42977","fl1908","fl1908-3",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"32769","fl1908","fl1908-4",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"23970","fl1908","fl1908-5",0,1,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"51179","fl1908","fl1908-6",0,1,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"563","fl1908","fl1908-7",0,0,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"83578","fl1909","fl1909-1",0,1,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"75378","fl1909","fl1909-2",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"12763","fl1909","fl1909-3",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"7170","fl1909","fl1909-4",0,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6677","fl1909","fl1909-5",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"6477","fl1909","fl1909-6",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"18172","fl1909","fl1909-7",0,0,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"6164","fl1910","fl1910-1",0,0,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"101577","fl1910","fl1910-2",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"101770","fl1910","fl1910-3",0,0,0,1,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"23772","fl1910","fl1910-4",0,0,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"15974","fl1910","fl1910-5",0,1,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"42978","fl1910","fl1910-6",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"6678","fl1911","fl1911-1",1,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"42979","fl1911","fl1911-2",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"42980","fl1912","fl1912-1",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"23773","fl1913","fl1913-1",0,0,1,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"57763","fl1913","fl1913-2",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"42981","fl1913","fl1913-3",0,0,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"44564","fl1913","fl1913-4",0,0,1,1,1,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"75379","fl1913","fl1913-5",0,0,0,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"23367","fl1914","fl1914-1",0,0,0,1,0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"24179","fl1914","fl1914-2",0,0,0,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"24571","fl1914","fl1914-3",0,0,1,0,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"63367","fl1914","fl1914-4",0,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"50572","fl1914","fl1914-5",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"32372","fl1914","fl1914-6",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"797","fl1914","fl1914-7",0,1,1,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"63458","fl1915","fl1915-1",1,0,0,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"6478","fl1915","fl1915-2",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"18173","fl1915","fl1915-3",0,0,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"6883","fl1915","fl1915-4",1,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"32373","fl1915","fl1915-5",0,1,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"58387","fl1915","fl1915-6",0,1,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"26146","fl1915","fl1915-7",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"375","fl1916","fl1916-1",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"83782","fl1916","fl1916-2",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"25963","fl1916","fl1916-3",0,1,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"58158","fl1916","fl1916-4",0,0,1,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"57764","fl1916","fl1916-5",0,0,0,0,0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"43181","fl1916","fl1916-6",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
"6562","fl1917","fl1917-1",0,0,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"376","fl1917","fl1917-2",0,1,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"63766","fl1917","fl1917-3",0,0,1,1,1,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"16969","fl1917","fl1917-4",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"49574","fl1918","fl1918-1",0,1,1,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"100966","fl1918","fl1918-2",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"32561","fl1918","fl1918-3",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"281","fl1918","fl1918-4",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"6479","fl1919","fl1919-1",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"100563","fl1919","fl1919-2",0,0,1,1,0,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"32770","fl1920","fl1920-1",0,1,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"83783","fl1920","fl1920-2",0,0,1,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"18389","fl1920","fl1920-3",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"282","fl1921","fl1921-1",1,0,0,0,0,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"50377","fl1922","fl1922-1",0,1,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"12564","fl1922","fl1922-2",0,0,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"25964","fl1922","fl1922-3",0,1,0,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"18390","fl1923","fl1923-1",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"75763","fl1923","fl1923-2",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"40976","fl1924","fl1924-1",0,0,0,1,1,0,0,1,1,0,"Haspel-ok","Haspel-ok"
"16970","fl1924","fl1924-2",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"63129","fl1924","fl1924-3",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"18994","fl1925","fl1925-1",0,0,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"26147","fl1925","fl1925-2",0,0,1,0,0,0,0,0,1,0,"Haspel-ok","Haspel-ok"
"7278","fl1925","fl1925-3",1,1,1,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"83579","fl1925","fl1925-4",0,1,0,0,0,0,1,0,1,1,"Haspel-ok","Haspel-ok"
"17775","fl1925","fl1925-5",0,0,0,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"50987","fl1926","fl1926-1",0,0,1,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"18575","fl1926","fl1926-2",0,0,0,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"50573","fl1926","fl1926-3",0,0,0,1,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"101578","fl1926","fl1926-4",0,1,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"19185","fl1926","fl1926-5",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"75764","fl1927","fl1927-1",0,0,1,0,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"15766","fl1928","fl1928-1",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"19186","fl1928","fl1928-2",0,1,1,1,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"101362","fl1928","fl1928-3",0,0,1,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"6768","fl1929","fl1929-1",0,1,0,0,0,0,1,0,0,0,"Haspel-ok","Haspel-ok"
"18391","fl1929","fl1929-2",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"32175","fl1929","fl1929-3",0,0,0,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"100967","fl1929","fl1929-4",0,0,0,0,1,1,1,1,1,1,"Haspel-ok","Haspel-ok"
"75162","fl1929","fl1929-5",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"58100","fl1929","fl1929-6",1,0,0,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"6480","fl1930","fl1930-1",1,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"63130","fl1930","fl1930-2",0,1,1,1,1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"24974","fl1930","fl1930-3",0,0,0,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"12764","fl1930","fl1930-4",0,1,1,1,1,1,1,0,0,0,"Haspel-ok","Haspel-ok"
"50154","fl1930","fl1930-5",0,0,1,0,1,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"15378","fl1930","fl1930-6",0,0,0,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"32562","fl1931","fl1931-1",0,0,1,0,0,0,1,0,1,0,"Haspel-ok","Haspel-ok"
"16971","fl1931","fl1931-2",0,0,0,1,0,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"75163","fl1931","fl1931-3",0,1,1,1,0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"48962","fl1931","fl1931-4",0,0,0,1,0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"15379","fl1931","fl1931-5",0,0,0,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"15767","fl1932","fl1932-1",0,0,1,1,1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"25366","fl1932","fl1932-2",0,0,1,1,1,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"18392","fl1932","fl1932-3",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"18393","fl1932","fl1932-4",0,1,1,0,1,1,0,1,0,0,"Haspel-ok","Haspel-ok"
"76568","fl1932","fl1932-5",0,0,1,1,1,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"43182","fl1933","fl1933-1",0,1,1,1,0,1,0,1,1,0,"Haspel-ok","Haspel-ok"
